event_id,choice_index,type,param,value,branch
plains_counterfeit_coins,3,add_skill_xp,Trade,1,
plains_night_raiders,1,danger,,10,
plains_night_raiders,1,food,,-5,
plains_night_raiders,1,money,,-10,
plains_night_raiders,1,cart_durability,,-4,
plains_night_raiders,1,morale,,-5,
plains_night_raiders,2,danger,,3,
plains_night_raiders,2,food,,-2,
plains_night_raiders,2,add_skill_xp,Survival,2,
plains_night_raiders,2,morale,,3,
plains_night_raiders,2,danger,,12,fail
plains_night_raiders,2,food,,-6,fail
plains_night_raiders,2,money,,-15,fail
plains_night_raiders,2,morale,,-8,fail
plains_night_raiders,3,danger,,3,
plains_night_raiders,3,morale,,5,
plains_roadside_market,1,money,,-5,
plains_roadside_market,1,add_item,dried_fruit,1,
plains_roadside_market,1,food,,3,
plains_roadside_market,2,money,,12,
plains_roadside_market,2,add_skill_xp,Trade,2,
plains_roadside_market,2,money,,5,fail
plains_roadside_market,3,money,,-8,
plains_roadside_market,3,food,,6,
plains_dust_storm,1,food,,-5,
plains_dust_storm,1,cart_durability,,-3,
plains_dust_storm,1,morale,,-3,
plains_dust_storm,2,food,,-2,
plains_dust_storm,2,add_skill_xp,Survival,2,
plains_dust_storm,2,danger,,-3,
plains_dust_storm,2,food,,-8,fail
plains_dust_storm,2,cart_durability,,-5,fail
plains_dust_storm,2,danger,,5,fail
plains_dust_storm,2,morale,,-5,fail
plains_dust_storm,3,food,,-2,
plains_dust_storm,3,morale,,3,
plains_dust_storm,3,danger,,-5,
plains_tang_official,1,reputation,,5,
plains_tang_official,1,danger,,-5,
plains_tang_official,1,add_skill_xp,Charisma,2,
plains_tang_official,1,change_language_proficiency,Chinese,1,
plains_tang_official,1,money,,-10,fail
plains_tang_official,2,money,,-10,
plains_tang_official,2,reputation,,3,
plains_tang_official,2,danger,,-3,
plains_tang_official,3,reputation,,8,
plains_tang_official,3,danger,,-8,
plains_tang_official,3,change_language_proficiency,Chinese,1,
plains_wild_horses,1,morale,,3,
plains_wild_horses,2,morale,,8,
plains_wild_horses,2,add_skill_xp,Survival,3,
plains_wild_horses,2,extra_cart_durability,+5,1,
plains_wild_horses,2,morale,,-3,fail
plains_wild_horses,2,danger,,3,fail
plains_wild_horses,2,food,,-3,fail
plains_wild_horses,3,morale,,5,
plains_wild_horses,3,extra_cart_durability,+5,1,
plains_wild_horses,3,add_skill_xp,Survival,1,
plains_merchant_caravan,1,money,,-15,
plains_merchant_caravan,1,add_item,porcelain,1,
plains_merchant_caravan,1,add_skill_xp,Trade,2,
plains_merchant_caravan,1,money,,-20,fail
plains_merchant_caravan,1,add_item,porcelain,1,fail
plains_merchant_caravan,2,danger,,-5,
plains_merchant_caravan,2,morale,,3,
plains_merchant_caravan,3,money,,-5,
plains_merchant_caravan,3,cart_durability,,5,
plains_bandit_toll,1,money,,-15,
plains_bandit_toll,1,danger,,-3,
plains_bandit_toll,2,money,,-8,
plains_bandit_toll,2,add_skill_xp,Charisma,2,
plains_bandit_toll,2,money,,-20,fail
plains_bandit_toll,2,morale,,-3,fail
plains_bandit_toll,2,danger,,5,fail
plains_bandit_toll,3,money,,-5,
plains_bandit_toll,3,danger,,-5,
plains_bandit_toll,3,morale,,5,
desert_snake_nest,1,food,,-3,
desert_snake_nest,1,danger,,5,
desert_snake_nest,2,danger,,2,
desert_snake_nest,2,add_skill_xp,Survival,2,
desert_snake_nest,2,food,,-5,fail
desert_snake_nest,2,danger,,8,fail
desert_snake_nest,2,morale,,-5,fail
desert_snake_nest,3,danger,,2,
desert_snake_nest,3,morale,,3,
desert_snake_nest,3,add_skill_xp,Survival,1,
desert_turkic_raiders,1,danger,,15,
desert_turkic_raiders,1,food,,-5,
desert_turkic_raiders,1,cart_durability,,-5,
desert_turkic_raiders,1,morale,,-5,
desert_turkic_raiders,2,money,,-15,
desert_turkic_raiders,2,danger,,-5,
desert_turkic_raiders,2,add_skill_xp,Charisma,2,
desert_turkic_raiders,2,change_language_proficiency,Turkic,1,
desert_turkic_raiders,2,money,,-35,fail
desert_turkic_raiders,2,danger,,5,fail
desert_turkic_raiders,2,morale,,-3,fail
desert_turkic_raiders,3,money,,-10,
desert_turkic_raiders,3,danger,,-5,
desert_turkic_raiders,3,reputation,,3,
desert_sogdian_caravan,1,money,,-20,
desert_sogdian_caravan,1,add_item,brocade,1,
desert_sogdian_caravan,1,add_skill_xp,Trade,2,
desert_sogdian_caravan,1,change_language_proficiency,Sogdian,1,
desert_sogdian_caravan,1,money,,-30,fail
desert_sogdian_caravan,1,add_item,brocade,1,fail
desert_sogdian_caravan,2,danger,,-3,
desert_sogdian_caravan,2,morale,,3,
desert_sogdian_caravan,3,money,,-15,
desert_sogdian_caravan,3,add_item,brocade,1,
desert_sogdian_caravan,3,add_skill_xp,Trade,2,
desert_sogdian_caravan,3,morale,,2,
desert_axle_crack,1,cart_durability,,-3,
desert_axle_crack,1,food,,-3,
desert_axle_crack,1,add_skill_xp,Survival,2,
desert_axle_crack,1,cart_durability,,-8,fail
desert_axle_crack,1,food,,-6,fail
desert_axle_crack,1,morale,,-5,fail
desert_axle_crack,2,cart_durability,,-6,
desert_axle_crack,2,extra_cart_durability,-5,1,
desert_axle_crack,2,food,,-2,
desert_axle_crack,3,cart_durability,,-4,
desert_axle_crack,3,money,,-15,
desert_axle_crack,3,food,,-2,
desert_smuggler_cache,1,add_item,frankincense,1,
desert_smuggler_cache,1,money,,10,
desert_smuggler_cache,1,danger,,5,
desert_smuggler_cache,2,add_item,frankincense,2,
desert_smuggler_cache,2,money,,15,
desert_smuggler_cache,2,add_skill_xp,Trade,2,
desert_smuggler_cache,2,add_item,frankincense,1,fail
desert_smuggler_cache,2,money,,5,fail
desert_bedouin_tracker,1,danger,,-8,
desert_bedouin_tracker,1,food,,-3,
desert_bedouin_tracker,1,morale,,3,
desert_bedouin_tracker,2,danger,,5,
desert_bedouin_tracker,3,danger,,-10,
desert_bedouin_tracker,3,food,,-2,
desert_bedouin_tracker,3,morale,,5,
desert_bedouin_tracker,3,add_skill_xp,Survival,1,
desert_bedouin_tracker,3,change_language_proficiency,Arabic,1,
desert_djinn_fire,1,food,,-3,
desert_djinn_fire,1,morale,,-3,
desert_djinn_fire,2,add_skill_xp,Survival,3,
desert_djinn_fire,2,morale,,5,
desert_djinn_fire,2,danger,,-5,
desert_djinn_fire,2,food,,-6,fail
desert_djinn_fire,2,danger,,10,fail
desert_djinn_fire,2,morale,,-8,fail
desert_djinn_fire,3,morale,,5,
desert_djinn_fire,3,danger,,-5,
desert_djinn_fire,3,add_skill_xp,Survival,1,
desert_dried_well,1,food,,5,
desert_dried_well,1,add_skill_xp,Survival,2,
desert_dried_well,1,morale,,3,
desert_dried_well,1,food,,-5,fail
desert_dried_well,1,morale,,-5,fail
desert_dried_well,1,danger,,5,fail
desert_dried_well,2,food,,-8,
desert_dried_well,2,morale,,-5,
desert_dried_well,2,danger,,3,
desert_dried_well,3,food,,-4,
desert_dried_well,3,danger,,8,
desert_hajj_pilgrims,1,food,,-5,
desert_hajj_pilgrims,1,reputation,,8,
desert_hajj_pilgrims,1,morale,,5,
desert_hajj_pilgrims,2,morale,,-2,
desert_hajj_pilgrims,2,morale,,-5,fail
desert_hajj_pilgrims,2,reputation,,-3,fail
desert_hajj_pilgrims,3,remove_item,dates,1,
desert_hajj_pilgrims,3,reputation,,10,
desert_hajj_pilgrims,3,morale,,8,
desert_hajj_pilgrims,3,add_item,dates,2,
desert_camel_collapse,1,food,,-6,
desert_camel_collapse,1,extra_cart_durability,-3,1,
desert_camel_collapse,2,extra_cart_durability,-8,1,
desert_camel_collapse,2,morale,,-5,
desert_camel_collapse,2,money,,-10,
desert_camel_collapse,3,food,,-3,
desert_camel_collapse,3,extra_cart_durability,-1,1,
desert_camel_collapse,3,morale,,3,
desert_abandoned_caravan,1,add_item,carpets,1,
desert_abandoned_caravan,1,food,,3,
desert_abandoned_caravan,1,add_skill_xp,Survival,1,
desert_abandoned_caravan,1,danger,,3,
desert_abandoned_caravan,1,food,,2,fail
desert_abandoned_caravan,1,danger,,5,fail
desert_abandoned_caravan,2,cart_durability,,5,
desert_abandoned_caravan,2,danger,,3,
desert_abandoned_caravan,3,morale,,-2,
desert_turkic_herdsman,1,food,,-2,
desert_turkic_herdsman,1,add_item,kumis,1,
desert_turkic_herdsman,1,morale,,3,
desert_turkic_herdsman,1,change_language_proficiency,Turkic,1,
desert_turkic_herdsman,2,morale,,-1,
desert_turkic_herdsman,3,food,,-2,
desert_turkic_herdsman,3,add_item,kumis,1,
desert_turkic_herdsman,3,morale,,5,
desert_turkic_herdsman,3,danger,,-3,
desert_turkic_herdsman,3,change_language_proficiency,Turkic,1,
desert_cursed_ruins,1,add_item,lapis_lazuli,1,
desert_cursed_ruins,1,danger,,10,
desert_cursed_ruins,1,morale,,-8,
desert_cursed_ruins,2,remove_item,frankincense,1,
desert_cursed_ruins,2,morale,,5,
desert_cursed_ruins,2,danger,,-5,
desert_cursed_ruins,2,add_item,lapis_lazuli,1,
desert_cursed_ruins,2,add_skill_xp,Charisma,1,
desert_cursed_ruins,3,food,,-2,
desert_night_stars,1,food,,3,
desert_night_stars,1,morale,,5,
desert_night_stars,1,add_skill_xp,Survival,3,
desert_night_stars,1,danger,,-3,
desert_night_stars,1,food,,-2,fail
desert_night_stars,1,danger,,5,fail
desert_night_stars,1,morale,,-3,fail
desert_night_stars,2,food,,-2,
desert_deserter_ambush,1,danger,,10,
desert_deserter_ambush,1,food,,-3,
desert_deserter_ambush,1,morale,,-3,
desert_deserter_ambush,1,cart_durability,,-3,
desert_deserter_ambush,2,food,,-8,
desert_deserter_ambush,2,danger,,-5,
desert_deserter_ambush,2,reputation,,5,
desert_deserter_ambush,2,morale,,3,
desert_deserter_ambush,3,danger,,-5,
desert_deserter_ambush,3,morale,,5,
desert_deserter_ambush,3,reputation,,3,
desert_sogdian_banker,1,money,,15,
desert_sogdian_banker,1,add_skill_xp,Trade,3,
desert_sogdian_banker,1,money,,5,fail
desert_cave_monastery,1,morale,,8,
desert_cave_monastery,1,food,,3,
desert_cave_monastery,1,danger,,-3,
desert_cave_monastery,2,add_item,paper,1,
desert_cave_monastery,2,morale,,3,
desert_dust_devil,1,cart_durability,,-4,
desert_dust_devil,1,food,,-2,
desert_dust_devil,1,morale,,-3,
desert_dust_devil,2,food,,-4,
desert_dust_devil,2,danger,,5,
desert_dust_devil,2,extra_cart_durability,-5,1,
desert_arab_captain,1,danger,,-8,
desert_arab_captain,1,morale,,5,
desert_arab_captain,1,food,,-3,
desert_arab_captain,1,change_language_proficiency,Arabic,1,
desert_arab_captain,1,add_skill_xp,Charisma,2,
desert_arab_captain,1,danger,,-3,fail
desert_arab_captain,1,food,,-5,fail
desert_arab_captain,1,morale,,2,fail
desert_arab_captain,3,danger,,-10,
desert_arab_captain,3,morale,,5,
desert_arab_captain,3,food,,-2,
desert_arab_captain,3,change_language_proficiency,Arabic,2,
desert_arab_captain,3,add_skill_xp,Charisma,1,
desert_hermit_sage,1,morale,,8,
desert_hermit_sage,1,add_skill_xp,Survival,2,
desert_hermit_sage,1,add_skill_xp,Trade,1,
desert_hermit_sage,2,food,,-2,
desert_hermit_sage,2,morale,,10,
desert_hermit_sage,2,reputation,,5,
desert_hermit_sage,2,add_skill_xp,Charisma,2,
desert_mirage_djinn,1,add_item,turquoise,1,
desert_mirage_djinn,1,morale,,5,
desert_mirage_djinn,1,add_skill_xp,Charisma,3,
desert_mirage_djinn,1,morale,,-8,fail
desert_mirage_djinn,1,danger,,8,fail
desert_mirage_djinn,2,morale,,-3,
desert_sand_viper,1,danger,,5,
desert_sand_viper,1,morale,,-3,
desert_sand_viper,1,food,,-2,
desert_sand_viper,2,danger,,8,
desert_sand_viper,2,morale,,-5,
desert_sand_viper,3,danger,,2,
desert_sand_viper,3,morale,,3,
desert_bedouin_raid,1,food,,-5,
desert_bedouin_raid,1,danger,,10,
desert_bedouin_raid,1,cart_durability,,-4,
desert_bedouin_raid,1,morale,,-3,
desert_bedouin_raid,2,food,,-10,
desert_bedouin_raid,2,danger,,-3,
desert_bedouin_raid,2,morale,,-2,
desert_bedouin_raid,3,food,,-2,
desert_bedouin_raid,3,danger,,3,
desert_bedouin_raid,3,morale,,3,
desert_bedouin_raid,3,add_skill_xp,Survival,1,
desert_incense_trader,1,money,,-15,
desert_incense_trader,1,add_item,myrrh,1,
desert_incense_trader,1,add_skill_xp,Trade,2,
desert_incense_trader,1,money,,-25,fail
desert_incense_trader,1,add_item,myrrh,1,fail
desert_incense_trader,2,remove_item,frankincense,1,
desert_incense_trader,2,add_item,myrrh,2,
desert_incense_trader,2,morale,,3,
desert_sky_omen,1,morale,,8,
desert_sky_omen,1,add_skill_xp,Charisma,2,
desert_sky_omen,1,morale,,-3,fail
desert_sky_omen,2,morale,,-2,
desert_nomad_barter,1,remove_item,porcelain,1,
desert_nomad_barter,1,add_item,cashmere,2,
desert_nomad_barter,1,add_skill_xp,Trade,2,
desert_nomad_barter,1,reputation,,3,
desert_nomad_barter,1,remove_item,porcelain,1,fail
desert_nomad_barter,1,add_item,cashmere,1,fail
desert_nomad_barter,1,reputation,,2,fail
desert_nomad_barter,2,money,,-25,
desert_nomad_barter,2,add_item,cashmere,1,
desert_nomad_barter,2,morale,,2,
desert_nomad_barter,3,remove_item,porcelain,1,
desert_nomad_barter,3,add_item,cashmere,2,
desert_nomad_barter,3,money,,5,
desert_nomad_barter,3,add_skill_xp,Trade,2,
desert_nomad_barter,3,reputation,,5,
desert_guide_shortcut,1,food,,5,
desert_guide_shortcut,1,morale,,5,
desert_guide_shortcut,1,danger,,-5,
desert_guide_shortcut,1,add_skill_xp,Survival,3,
desert_guide_shortcut,1,food,,-5,fail
desert_guide_shortcut,1,danger,,5,fail
desert_guide_shortcut,1,cart_durability,,-3,fail
desert_guide_shortcut,2,food,,-3,
desert_merchant_tip,1,food,,-2,
desert_merchant_tip,1,money,,20,
desert_merchant_tip,1,morale,,3,
desert_merchant_tip,1,add_skill_xp,Trade,2,
desert_heat_madness,1,food,,-6,
desert_heat_madness,1,morale,,5,
desert_heat_madness,1,danger,,3,
desert_heat_madness,2,food,,-3,
desert_heat_madness,2,morale,,-5,
desert_heat_madness,2,danger,,5,
desert_heat_madness,3,food,,-2,
desert_heat_madness,3,morale,,5,
desert_heat_madness,3,danger,,1,
desert_buried_shrine,1,add_item,jade_figurines,1,
desert_buried_shrine,1,add_skill_xp,Survival,2,
desert_buried_shrine,1,morale,,3,
desert_buried_shrine,1,morale,,-3,fail
desert_buried_shrine,1,danger,,3,fail
desert_buried_shrine,2,morale,,5,
desert_buried_shrine,2,add_skill_xp,Charisma,1,
highland_blizzard,1,food,,-8,
highland_blizzard,1,cart_durability,,-5,
highland_blizzard,2,food,,-12,
highland_blizzard,2,cart_durability,,-25,
highland_blizzard,2,danger,,10,
highland_altitude,1,food,,-6,
highland_altitude,1,add_skill_xp,Survival,5,
highland_altitude,2,danger,,10,
highland_altitude,2,cart_durability,,-10,
highland_altitude,3,food,,-3,
highland_altitude,3,danger,,-5,
highland_altitude,3,add_skill_xp,Survival,10,
highland_avalanche,1,food,,-10,
highland_avalanche,1,cart_durability,,-5,
highland_avalanche,2,cart_durability,,-30,
highland_avalanche,2,danger,,15,
highland_avalanche,2,food,,-5,
highland_frozen_wheels,1,money,,-20,
highland_frozen_wheels,1,cart_durability,,10,
highland_frozen_wheels,2,money,,-8,
highland_frozen_wheels,2,cart_durability,,-10,
highland_frozen_wheels,3,food,,-5,
highland_frozen_wheels,3,cart_durability,,-20,
highland_ice_path,1,add_skill_xp,Survival,2,
highland_ice_path,1,cart_durability,,-8,fail
highland_ice_path,1,food,,-3,fail
highland_ice_path,2,cart_durability,,-5,
highland_ice_path,2,danger,,5,
highland_tibetan_patrol,1,money,,-15,
highland_tibetan_patrol,1,danger,,-10,
highland_tibetan_patrol,2,money,,-5,
highland_tibetan_patrol,2,danger,,-5,
highland_tibetan_patrol,2,add_skill_xp,Charisma,2,
highland_tibetan_patrol,2,money,,-20,fail
highland_tibetan_patrol,2,danger,,5,fail
highland_tibetan_patrol,3,danger,,-10,
highland_tibetan_patrol,3,morale,,5,
highland_tibetan_patrol,3,change_language_proficiency,Tibetan,1,
highland_pamir_bandits,1,money,,-20,
highland_pamir_bandits,1,danger,,-5,
highland_pamir_bandits,2,danger,,-10,
highland_pamir_bandits,2,morale,,10,
highland_pamir_bandits,2,add_skill_xp,Survival,2,
highland_pamir_bandits,2,food,,-8,fail
highland_pamir_bandits,2,cart_durability,,-8,fail
highland_pamir_bandits,2,danger,,10,fail
highland_pamir_bandits,2,companion_injured,Guard,1,fail
highland_pamir_bandits,3,danger,,-5,
highland_pamir_bandits,3,morale,,5,
highland_pamir_bandits,3,add_skill_xp,Survival,1,
highland_yak_herders,1,food,,8,
highland_yak_herders,1,money,,-10,
highland_yak_herders,1,add_skill_xp,Charisma,5,
highland_yak_herders,2,danger,,5,
highland_yak_herders,3,remove_item,tea,1,
highland_yak_herders,3,food,,10,
highland_yak_herders,3,add_skill_xp,Charisma,10,
highland_monastery,1,food,,5,
highland_monastery,1,money,,-10,
highland_monastery,1,add_skill_xp,Charisma,10,
highland_monastery,3,money,,-15,
highland_monastery,3,add_item,frankincense,2,
highland_monastery,3,add_skill_xp,Charisma,15,
highland_hermit,1,food,,-3,
highland_hermit,1,morale,,10,
highland_hermit,1,danger,,-5,
highland_hermit,3,danger,,-10,
highland_hermit,3,add_skill_xp,Survival,2,
highland_hermit,3,change_language_proficiency,Tibetan,1,
highland_thin_air,1,food,,-2,
highland_thin_air,1,block_movement,,1,
highland_thin_air,2,food,,-2,
