event_id,choice_index,name_key,result_key
forest_ambush,1,event.forest_ambush.choice1,event.forest_ambush.choice1.result
forest_ambush,2,event.forest_ambush.choice2,event.forest_ambush.choice2.result
forest_ambush,3,event.forest_ambush.choice3,event.forest_ambush.choice3.result
forest_fire,1,event.forest_fire.choice1,event.forest_fire.choice1.result
forest_fire,2,event.forest_fire.choice2,event.forest_fire.choice2.result
forest_fire,3,event.forest_fire.choice3,event.forest_fire.choice3.result
forest_mud,1,event.forest_mud.choice1,event.forest_mud.choice1.result
forest_mud,2,event.forest_mud.choice2,event.forest_mud.choice2.result
forest_mud,3,event.forest_mud.choice3,event.forest_mud.choice3.result
forest_herbs,1,event.forest_herbs.choice1,event.forest_herbs.choice1.result
forest_herbs,2,event.forest_herbs.choice2,event.forest_herbs.choice2.result
forest_ruins,1,event.forest_ruins.choice1,event.forest_ruins.choice1.result
forest_ruins,2,event.forest_ruins.choice2,event.forest_ruins.choice2.result
forest_ruins,3,event.forest_ruins.choice3,event.forest_ruins.choice3.result
forest_woodcutter,1,event.forest_woodcutter.choice1,event.forest_woodcutter.choice1.result
forest_woodcutter,2,event.forest_woodcutter.choice2,event.forest_woodcutter.choice2.result
forest_woodcutter,3,event.forest_woodcutter.choice3,event.forest_woodcutter.choice3.result
plains_raiders,1,event.plains_raiders.choice1,event.plains_raiders.choice1.result
plains_raiders,2,event.plains_raiders.choice2,event.plains_raiders.choice2.result
plains_raiders,3,event.plains_raiders.choice3,event.plains_raiders.choice3.result
plains_wild_horses,1,event.plains_wild_horses.choice1,event.plains_wild_horses.choice1.result
plains_wild_horses,2,event.plains_wild_horses.choice2,event.plains_wild_horses.choice2.result
plains_wild_horses,3,event.plains_wild_horses.choice3,event.plains_wild_horses.choice3.result
plains_lightning,1,event.plains_lightning.choice1,event.plains_lightning.choice1.result
plains_lightning,2,event.plains_lightning.choice2,event.plains_lightning.choice2.result
plains_crossroads,1,event.plains_crossroads.choice1,event.plains_crossroads.choice1.result
plains_crossroads,2,event.plains_crossroads.choice2,event.plains_crossroads.choice2.result
plains_crossroads,3,event.plains_crossroads.choice3,event.plains_crossroads.choice3.result
plains_merchant_camp,1,event.plains_merchant_camp.choice1,event.plains_merchant_camp.choice1.result
plains_merchant_camp,2,event.plains_merchant_camp.choice2,event.plains_merchant_camp.choice2.result
plains_merchant_camp,3,event.plains_merchant_camp.choice3,event.plains_merchant_camp.choice3.result
plains_abandoned_cart,1,event.plains_abandoned_cart.choice1,event.plains_abandoned_cart.choice1.result
plains_abandoned_cart,2,event.plains_abandoned_cart.choice2,event.plains_abandoned_cart.choice2.result
coast_pirates,1,event.coast_pirates.choice1,event.coast_pirates.choice1.result
coast_pirates,2,event.coast_pirates.choice2,event.coast_pirates.choice2.result
coast_pirates,3,event.coast_pirates.choice3,event.coast_pirates.choice3.result
coast_storm,1,event.coast_storm.choice1,event.coast_storm.choice1.result
coast_storm,2,event.coast_storm.choice2,event.coast_storm.choice2.result
coast_flood,1,event.coast_flood.choice1,event.coast_flood.choice1.result
coast_flood,2,event.coast_flood.choice2,event.coast_flood.choice2.result
coast_flood,3,event.coast_flood.choice3,event.coast_flood.choice3.result
coast_shipwreck,1,event.coast_shipwreck.choice1,event.coast_shipwreck.choice1.result
coast_shipwreck,2,event.coast_shipwreck.choice2,event.coast_shipwreck.choice2.result
coast_shipwreck,3,event.coast_shipwreck.choice3,event.coast_shipwreck.choice3.result
coast_fishermen,1,event.coast_fishermen.choice1,event.coast_fishermen.choice1.result
coast_fishermen,2,event.coast_fishermen.choice2,event.coast_fishermen.choice2.result
coast_fishermen,3,event.coast_fishermen.choice3,event.coast_fishermen.choice3.result
coast_smugglers,1,event.coast_smugglers.choice1,event.coast_smugglers.choice1.result
coast_smugglers,2,event.coast_smugglers.choice2,event.coast_smugglers.choice2.result
coast_smugglers,3,event.coast_smugglers.choice3,event.coast_smugglers.choice3.result
highland_blizzard,1,event.highland_blizzard.choice1,event.highland_blizzard.choice1.result
highland_blizzard,2,event.highland_blizzard.choice2,event.highland_blizzard.choice2.result
highland_altitude,1,event.highland_altitude.choice1,event.highland_altitude.choice1.result
highland_altitude,2,event.highland_altitude.choice2,event.highland_altitude.choice2.result
highland_altitude,3,event.highland_altitude.choice3,event.highland_altitude.choice3.result
highland_frozen_wheels,1,event.highland_frozen_wheels.choice1,event.highland_frozen_wheels.choice1.result
highland_frozen_wheels,2,event.highland_frozen_wheels.choice2,event.highland_frozen_wheels.choice2.result
highland_frozen_wheels,3,event.highland_frozen_wheels.choice3,event.highland_frozen_wheels.choice3.result
highland_yak_herders,1,event.highland_yak_herders.choice1,event.highland_yak_herders.choice1.result
highland_yak_herders,2,event.highland_yak_herders.choice2,event.highland_yak_herders.choice2.result
highland_yak_herders,3,event.highland_yak_herders.choice3,event.highland_yak_herders.choice3.result
highland_avalanche,1,event.highland_avalanche.choice1,event.highland_avalanche.choice1.result
highland_avalanche,2,event.highland_avalanche.choice2,event.highland_avalanche.choice2.result
highland_monastery,1,event.highland_monastery.choice1,event.highland_monastery.choice1.result
highland_monastery,2,event.highland_monastery.choice2,event.highland_monastery.choice2.result
highland_monastery,3,event.highland_monastery.choice3,event.highland_monastery.choice3.result
valley_flood,1,event.valley_flood.choice1,event.valley_flood.choice1.result
valley_flood,2,event.valley_flood.choice2,event.valley_flood.choice2.result
valley_flood,3,event.valley_flood.choice3,event.valley_flood.choice3.result
valley_ferry,1,event.valley_ferry.choice1,event.valley_ferry.choice1.result
valley_ferry,2,event.valley_ferry.choice2,event.valley_ferry.choice2.result
valley_ferry,3,event.valley_ferry.choice3,event.valley_ferry.choice3.result
valley_fishermen,1,event.valley_fishermen.choice1,event.valley_fishermen.choice1.result
valley_fishermen,2,event.valley_fishermen.choice2,event.valley_fishermen.choice2.result
valley_fishermen,3,event.valley_fishermen.choice3,event.valley_fishermen.choice3.result
valley_stuck_mud,1,event.valley_stuck_mud.choice1,event.valley_stuck_mud.choice1.result
valley_stuck_mud,2,event.valley_stuck_mud.choice2,event.valley_stuck_mud.choice2.result
valley_stuck_mud,3,event.valley_stuck_mud.choice3,event.valley_stuck_mud.choice3.result
wandering_merchant,1,event.wandering_merchant.choice1,event.wandering_merchant.choice1.result
wandering_merchant,2,event.wandering_merchant.choice2,event.wandering_merchant.choice2.result
wandering_merchant,3,event.wandering_merchant.choice3,event.wandering_merchant.choice3.result
lost_traveler,1,event.lost_traveler.choice1,event.lost_traveler.choice1.result
lost_traveler,2,event.lost_traveler.choice2,event.lost_traveler.choice2.result
lost_traveler,3,event.lost_traveler.choice3,event.lost_traveler.choice3.result
refugee_caravan,1,event.refugee_caravan.choice1,event.refugee_caravan.choice1.result
refugee_caravan,2,event.refugee_caravan.choice2,event.refugee_caravan.choice2.result
refugee_caravan,3,event.refugee_caravan.choice3,event.refugee_caravan.choice3.result
traveling_scholar,1,event.traveling_scholar.choice1,event.traveling_scholar.choice1.result
traveling_scholar,2,event.traveling_scholar.choice2,event.traveling_scholar.choice2.result
traveling_scholar,3,event.traveling_scholar.choice3,event.traveling_scholar.choice3.result
wounded_soldier,1,event.wounded_soldier.choice1,event.wounded_soldier.choice1.result
wounded_soldier,2,event.wounded_soldier.choice2,event.wounded_soldier.choice2.result
wounded_soldier,3,event.wounded_soldier.choice3,event.wounded_soldier.choice3.result
rival_caravan,1,event.rival_caravan.choice1,event.rival_caravan.choice1.result
rival_caravan,2,event.rival_caravan.choice2,event.rival_caravan.choice2.result
rival_caravan,3,event.rival_caravan.choice3,event.rival_caravan.choice3.result
pilgrim_group,1,event.pilgrim_group.choice1,event.pilgrim_group.choice1.result
pilgrim_group,2,event.pilgrim_group.choice2,event.pilgrim_group.choice2.result
mysterious_stranger,1,event.mysterious_stranger.choice1,event.mysterious_stranger.choice1.result
mysterious_stranger,2,event.mysterious_stranger.choice2,event.mysterious_stranger.choice2.result
mysterious_stranger,3,event.mysterious_stranger.choice3,event.mysterious_stranger.choice3.result
wedding_procession,1,event.wedding_procession.choice1,event.wedding_procession.choice1.result
wedding_procession,2,event.wedding_procession.choice2,event.wedding_procession.choice2.result
guard_for_hire,1,event.guard_for_hire.choice1,event.guard_for_hire.choice1.result
guard_for_hire,2,event.guard_for_hire.choice2,event.guard_for_hire.choice2.result
translator_offer,1,event.translator_offer.choice1,event.translator_offer.choice1.result
translator_offer,2,event.translator_offer.choice2,event.translator_offer.choice2.result
guide_encounter,1,event.guide_encounter.choice1,event.guide_encounter.choice1.result
guide_encounter,2,event.guide_encounter.choice2,event.guide_encounter.choice2.result
healer_on_road,1,event.healer_on_road.choice1,event.healer_on_road.choice1.result
healer_on_road,2,event.healer_on_road.choice2,event.healer_on_road.choice2.result
merchant_companion,1,event.merchant_companion.choice1,event.merchant_companion.choice1.result
merchant_companion,2,event.merchant_companion.choice2,event.merchant_companion.choice2.result
starvation_crisis,1,event.starvation_crisis.choice1,event.starvation_crisis.choice1.result
starvation_crisis,2,event.starvation_crisis.choice2,event.starvation_crisis.choice2.result
starvation_crisis,3,event.starvation_crisis.choice3,event.starvation_crisis.choice3.result
cart_collapse,1,event.cart_collapse.choice1,event.cart_collapse.choice1.result
cart_collapse,2,event.cart_collapse.choice2,event.cart_collapse.choice2.result
cart_collapse,3,event.cart_collapse.choice3,event.cart_collapse.choice3.result
supply_theft,1,event.supply_theft.choice1,event.supply_theft.choice1.result
supply_theft,2,event.supply_theft.choice2,event.supply_theft.choice2.result
cargo_fire,1,event.cargo_fire.choice1,event.cargo_fire.choice1.result
cargo_fire,2,event.cargo_fire.choice2,event.cargo_fire.choice2.result
cargo_fire,3,event.cargo_fire.choice3,event.cargo_fire.choice3.result
animal_collapse,1,event.animal_collapse.choice1,event.animal_collapse.choice1.result
animal_collapse,2,event.animal_collapse.choice2,event.animal_collapse.choice2.result
animal_collapse,3,event.animal_collapse.choice3,event.animal_collapse.choice3.result
ambush_siege,1,event.ambush_siege.choice1,event.ambush_siege.choice1.result
ambush_siege,2,event.ambush_siege.choice2,event.ambush_siege.choice2.result
ambush_siege,3,event.ambush_siege.choice3,event.ambush_siege.choice3.result
water_crisis,1,event.water_crisis.choice1,event.water_crisis.choice1.result
water_crisis,2,event.water_crisis.choice2,event.water_crisis.choice2.result
water_crisis,3,event.water_crisis.choice3,event.water_crisis.choice3.result
disease_outbreak,1,event.disease_outbreak.choice1,event.disease_outbreak.choice1.result
disease_outbreak,2,event.disease_outbreak.choice2,event.disease_outbreak.choice2.result
disease_outbreak,3,event.disease_outbreak.choice3,event.disease_outbreak.choice3.result
desperate_choice,1,event.desperate_choice.choice1,event.desperate_choice.choice1.result
desperate_choice,2,event.desperate_choice.choice2,event.desperate_choice.choice2.result
desperate_choice,3,event.desperate_choice.choice3,event.desperate_choice.choice3.result
last_stand,1,event.last_stand.choice1,event.last_stand.choice1.result
last_stand,2,event.last_stand.choice2,event.last_stand.choice2.result
last_stand,3,event.last_stand.choice3,event.last_stand.choice3.result
desert_heat,1,event.desert_heat.choice1,
desert_heat,2,event.desert_heat.choice2,
desert_scorpions,1,event.desert_scorpions.choice1,
desert_scorpions,2,event.desert_scorpions.choice2,
desert_mirage,1,event.desert_mirage.choice1,
desert_mirage,2,event.desert_mirage.choice2,
desert_lost_path,1,event.desert_lost_path.choice1,
desert_lost_path,2,event.desert_lost_path.choice2,
desert_lost_path,3,event.desert_lost_path.choice3,
mountain_fog,1,event.mountain_fog.choice1,
mountain_fog,2,event.mountain_fog.choice2,
mountain_fog,3,event.mountain_fog.choice3,
mountain_cliff_path,1,event.mountain_cliff_path.choice1,
mountain_cliff_path,2,event.mountain_cliff_path.choice2,
mountain_cold_night,1,event.mountain_cold_night.choice1,
mountain_cold_night,2,event.mountain_cold_night.choice2,
mountain_eagle,1,event.mountain_eagle.choice1,
mountain_eagle,2,event.mountain_eagle.choice2,
forest_boar,1,event.forest_boar.choice1,
forest_boar,2,event.forest_boar.choice2,
forest_rain,1,event.forest_rain.choice1,
forest_rain,2,event.forest_rain.choice2,
forest_night_sounds,1,event.forest_night_sounds.choice1,
forest_night_sounds,2,event.forest_night_sounds.choice2,
forest_snakes,1,event.forest_snakes.choice1,
forest_snakes,2,event.forest_snakes.choice2,
plains_dust_storm,1,event.plains_dust_storm.choice1,
plains_dust_storm,2,event.plains_dust_storm.choice2,
plains_broken_harness,1,event.plains_broken_harness.choice1,
plains_broken_harness,2,event.plains_broken_harness.choice2,
plains_loose_cargo,1,event.plains_loose_cargo.choice1,
plains_loose_cargo,2,event.plains_loose_cargo.choice2,
plains_waystone,1,event.plains_waystone.choice1,
plains_waystone,2,event.plains_waystone.choice2,
coast_salt_damage,1,event.coast_salt_damage.choice1,
coast_salt_damage,2,event.coast_salt_damage.choice2,
coast_crabs,1,event.coast_crabs.choice1,
coast_crabs,2,event.coast_crabs.choice2,
highland_ice_path,1,event.highland_ice_path.choice1,
highland_ice_path,2,event.highland_ice_path.choice2,
highland_thin_air,1,event.highland_thin_air.choice1,
highland_thin_air,2,event.highland_thin_air.choice2,
valley_crocodiles,1,event.valley_crocodiles.choice1,
valley_crocodiles,2,event.valley_crocodiles.choice2,
valley_fertile_bank,1,event.valley_fertile_bank.choice1,
valley_fertile_bank,2,event.valley_fertile_bank.choice2,
npc_encounter_1,1,event.npc_encounter.trade,event.npc_encounter.trade_result
npc_encounter_1,2,event.npc_encounter.pass,event.npc_encounter.pass_result
npc_encounter_2,1,event.npc_encounter.trade,event.npc_encounter.trade_result
npc_encounter_2,2,event.npc_encounter.pass,event.npc_encounter.pass_result
npc_encounter_3,1,event.npc_encounter.trade,event.npc_encounter.trade_result
npc_encounter_3,2,event.npc_encounter.pass,event.npc_encounter.pass_result
template_discovery_0,1,template.discovery.0.choice1,template.discovery.0.choice1.result
template_discovery_0,2,template.discovery.0.choice2,template.discovery.0.choice2.result
template_discovery_1,1,template.discovery.1.choice1,template.discovery.1.choice1.result
template_discovery_1,2,template.discovery.1.choice2,template.discovery.1.choice2.result
template_discovery_2,1,template.discovery.2.choice1,template.discovery.2.choice1.result
template_discovery_2,2,template.discovery.2.choice2,template.discovery.2.choice2.result
template_encounter_0,1,template.encounter.0.choice1,template.encounter.0.choice1.result
template_encounter_0,2,template.encounter.0.choice2,template.encounter.0.choice2.result
template_encounter_1,1,template.encounter.1.choice1,template.encounter.1.choice1.result
template_encounter_1,2,template.encounter.1.choice2,template.encounter.1.choice2.result
template_encounter_2,1,template.encounter.2.choice1,template.encounter.2.choice1.result
template_encounter_2,2,template.encounter.2.choice2,template.encounter.2.choice2.result
template_quest_0,1,template.quest.0.choice1,template.quest.0.choice1.result
template_quest_0,2,template.quest.0.choice2,template.quest.0.choice2.result
template_quest_1,1,template.quest.1.choice1,template.quest.1.choice1.result
template_quest_1,2,template.quest.1.choice2,template.quest.1.choice2.result
template_quest_2,1,template.quest.2.choice1,template.quest.2.choice1.result
template_quest_2,2,template.quest.2.choice2,template.quest.2.choice2.result
